job-ID  prior   name       user         state submit/start at     queue                          slots ja-task-ID 
-----------------------------------------------------------------------------------------------------------------
 777606 2.05700 RunMolproJ zcaposm      dr    02/25/2025 16:25:40 Bran@node-d00a-025                 1        
 777717 2.05700 RunMolproJ zcaposm      r     02/26/2025 04:50:22 Bran@node-d00a-155.myriad.ucl.     1        
 777718 2.05700 RunMolproJ zcaposm      r     02/26/2025 05:04:49 Bran@node-d00a-051.myriad.ucl.     1        
 777719 2.05700 RunMolproJ zcaposm      r     02/26/2025 05:22:49 Bran@node-d00a-117.myriad.ucl.     1        
 777720 2.05700 RunMolproJ zcaposm      r     02/26/2025 05:22:49 Bran@node-d00a-140.myriad.ucl.     1        
 778729 2.05700 RunMolproJ zcaposm      r     02/26/2025 05:31:10 Bran@node-d00a-245.myriad.ucl.     1        
 778730 2.05700 RunMolproJ zcaposm      r     02/26/2025 05:46:45 Bran@node-d00a-066.myriad.ucl.     1        
 778731 2.05700 RunMolproJ zcaposm      r     02/26/2025 05:46:45 Bran@node-d00a-233.myriad.ucl.     1        
 778732 2.05700 RunMolproJ zcaposm      r     02/26/2025 06:03:07 Bran@node-d00a-126.myriad.ucl.     1        
 778733 2.05700 RunMolproJ zcaposm      r     02/26/2025 07:39:20 Bran@node-d00a-076.myriad.ucl.     1        
 778734 2.05700 RunMolproJ zcaposm      r     02/26/2025 07:53:54 Bran@node-d00a-123.myriad.ucl.     1        
 778735 2.05700 RunMolproJ zcaposm      r     02/26/2025 08:52:17 Bran@node-d00a-058.myriad.ucl.     1        
 778736 2.05700 RunMolproJ zcaposm      r     02/26/2025 09:45:14 Bran@node-d00a-048.myriad.ucl.     1        
 778737 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:03:14 Bran@node-d00a-124.myriad.ucl.     1        
 778742 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:04:02 Bran@node-d00a-019                 1        
 778743 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:11:29 Bran@node-d00a-118.myriad.ucl.     1        
 778744 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:12:30 Bran@node-d00a-083.myriad.ucl.     1        
 778755 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:12:32 Bran@node-d00a-067.myriad.ucl.     1        
 778964 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:12:32 Bran@node-d00b-017.myriad.ucl.     1        
 778965 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:33:47 Bran@node-d00a-131.myriad.ucl.     1        
 778966 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:41:00 Bran@node-d00a-227.myriad.ucl.     1        
 778975 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:41:00 Bran@node-d00a-165.myriad.ucl.     1        
 780188 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:41:00 Bran@node-d00a-218.myriad.ucl.     1        
 780189 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:41:00 Bran@node-d00a-085.myriad.ucl.     1        
 780203 2.05700 RunMolproJ zcaposm      r     02/26/2025 10:41:49 Bran@node-d00a-061.myriad.ucl.     1        
 780204 2.04669 RunMolproJ zcaposm      qw    02/21/2025 14:59:15                                    1        
 780215 2.04496 RunMolproJ zcaposm      qw    02/21/2025 15:09:19                                    1        
 780477 2.04335 RunMolproJ zcaposm      qw    02/21/2025 16:19:39                                    1        
 780749 2.04186 RunMolproJ zcaposm      qw    02/21/2025 17:09:53                                    1        
 780759 2.04046 RunMolproJ zcaposm      qw    02/21/2025 17:19:57                                    1        
 780760 2.03916 RunMolproJ zcaposm      qw    02/21/2025 17:19:58                                    1        
 780761 2.03793 RunMolproJ zcaposm      qw    02/21/2025 17:19:59                                    1        
 780766 2.03678 RunMolproJ zcaposm      qw    02/21/2025 17:30:02                                    1        
 780767 2.03570 RunMolproJ zcaposm      qw    02/21/2025 17:30:03                                    1        
 780768 2.03468 RunMolproJ zcaposm      qw    02/21/2025 17:30:04                                    1        
 780769 2.03372 RunMolproJ zcaposm      qw    02/21/2025 17:30:05                                    1        
 780770 2.03281 RunMolproJ zcaposm      qw    02/21/2025 17:30:06                                    1        
 780774 2.03194 RunMolproJ zcaposm      qw    02/21/2025 17:40:09                                    1        
 780775 2.03113 RunMolproJ zcaposm      qw    02/21/2025 17:40:10                                    1        
 780776 2.03035 RunMolproJ zcaposm      qw    02/21/2025 17:40:11                                    1        
 780882 2.02961 RunMolproJ zcaposm      qw    02/21/2025 17:50:15                                    1        
 780883 2.02890 RunMolproJ zcaposm      qw    02/21/2025 17:50:19                                    1        
 780949 2.02823 RunMolproJ zcaposm      qw    02/21/2025 18:00:22                                    1        
 780950 2.02759 RunMolproJ zcaposm      qw    02/21/2025 18:00:23                                    1        
 780951 2.02698 RunMolproJ zcaposm      qw    02/21/2025 18:00:24                                    1        
 780970 2.02639 RunMolproJ zcaposm      qw    02/21/2025 18:10:28                                    1        
 780971 2.02583 RunMolproJ zcaposm      qw    02/21/2025 18:10:28                                    1        
 780972 2.02529 RunMolproJ zcaposm      qw    02/21/2025 18:10:29                                    1        
 780988 2.02477 RunMolproJ zcaposm      qw    02/21/2025 18:20:33                                    1        
 780989 2.02428 RunMolproJ zcaposm      qw    02/21/2025 18:20:34                                    1        
 780990 2.02380 RunMolproJ zcaposm      qw    02/21/2025 18:20:35                                    1        
 780991 2.02334 RunMolproJ zcaposm      qw    02/21/2025 18:20:36                                    1        
 780992 2.02290 RunMolproJ zcaposm      qw    02/21/2025 18:20:37                                    1        
